,PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH.CITY,DEATHDATE,CEMETERY,CEME.CITY,CEME.STATE,CEME.COUNTRY,CEME.NOTE,BIRTH.NAME,NAME.CHG,BAT.CHG,HOF
21823,sommean01,Sommerville,Andrew Henry,Andy,02/06/1876,Brooklyn,06/16/1931,Fresh Pond Cemetery,Middle Village,New York,USA,Cremated,Henry Travers Summersgill,,,
21824,sommebi01,Sommers,William Dunn,Bill,02/17/1923,Brooklyn,09/22/2000,Forest Hills Memorial Park,Palm City,Florida,USA,Cremated,,,,
21827,sommejo01,Sommer,Joseph John,Joe,11/20/1858,Covington,01/16/1938,Highland Cemetery,Fort Mitchell,Kentucky,USA,,,,,
21828,sommepe01,Sommers,John Andrew,Andy,10/26/1865,Cleveland,07/22/1908,Monroe Street Cemetery,Cleveland,Ohio,USA,,,,,
21829,sommeru01,Sommers,Rudolph,Rudy,10/30/1886,Cincinnati,03/18/1949,Calvary Cemetery,Louisville,Kentucky,USA,,,,,
21831,songedo01,Songer,Donald C.,Don,01/31/1899,Walnut,10/03/1962,Mount Moriah Cemetery,Kansas City,Missouri,USA,,,,,
21840,sorrebi01,Sorrell,Billy Lee,Billy,10/14/1940,Morehead,07/22/2008,Oak Hill Memorial Park,Escondido,California,USA,Cremated,,,,
21841,sorrech01,Sorrells,Raymond Edwin,Chick,07/31/1896,Stringtown,07/20/1983,Royse City Cemetery,Royse City,Texas,USA,,,,,
21843,sorrevi01,Sorrell,Victor Garland,Vic,04/09/1901,Morrisville,05/04/1972,Raleigh Memorial Park,Raleigh,North Carolina,USA,,,,,
21853,sothoal01,Sothoron,Allen Sutton,Allen,04/27/1893,Bradford,06/17/1939,Woodlawn Cemetery,Bronx,New York,USA,Clemens Family Mausoleum- Section 137/138- Lot 12482,,,,
21854,sothede01,Sothern,Dennis Elwood,Denny,01/20/1904,Washington,12/07/1977,Onslow Memorial Park,Jacksonville,North Carolina,USA,,Dennis Elwood Southern,,,
21864,colonba01,Souell,Herbert,Herb,02/05/1913,West Monroe,07/12/1978,Inglewood Park Cemetery,Inglewood,CA,USA,,,Herb Cyrus,,
21866,southbi01,Southworth,William Harold,Billy,03/09/1893,Harvard,11/15/1969,Green Lawn Cemetery,Columbus,Ohio,USA,,,,,HOF
21868,southcl01,Southwick,Clyde Aubra,Clyde,11/03/1886,Maxwell,10/14/1961,Chapel Hill Memorial Park,Freeport,Illinois,USA,,,,,
21872,sowdebi01,Sowders,William Jefferson,Bill,11/29/1864,Louisville,02/02/1951,Crown Hill Cemetery,Indianapolis,Indiana,USA,,,,,
21873,sowdejo01,Sowders,John,John,12/10/1866,Louisville,07/29/1939,Crown Hill Cemetery,Indianapolis,Indiana,USA,,,,,
21874,sowdele01,Sowders,Leonard,Len,06/29/1861,Louisville,11/21/1888,Crown Hill Cemetery,Indianapolis,Indiana,USA,,,,,
21875,colonba01,Sowell,Clyde Eugene,Clyde,12/22/1931,Andalusia,07/22/1989,Mount Zion Cemetery,Coffee County,AL,USA,,,,,
21877,spadebo01,Spade,Robert,Bob,01/04/1877,Akron,09/07/1924,Springfield Center Cemetery,Akron,Ohio,USA,,,,,
21879,spahnwa01,Spahn,Warren Edward,Warren,04/23/1921,Buffalo,11/24/2003,Elmwood Cemetery,Hartshorne,Oklahoma,USA,,,,,HOF
21880,spaldal01,Spalding,Albert Goodwill,Al,09/02/1850,Byron,09/09/1915,Cremated,,,,Ashes scattered over Point Loma- CA,,,,HOF
21881,spalddi01,Spalding,Charles Harry,Dick,10/13/1893,Philadelphia,02/03/1950,Northwood Cemetery,Philadelphia,Pennsylvania,USA,,,,,
21883,spansbi01,Spanswick,William Henry,Bill,07/08/1938,Springfield,12/02/2020,Thompsonville Cemetery,Enfield,Connecticut,USA,,,,,
21891,sparmjo01,Sparma,Joseph Blase,Joe,02/04/1942,Massillon,05/14/1986,Resurrection Cemetery,Worthington,Ohio,USA,,,,,
21896,sparktu01,Sparks,Thomas Frank,Tully,12/12/1874,Etna,07/15/1937,Edgemont Cemetery,Anniston,Alabama,USA,,,,,
21899,colonba01,Spearman,Charles Kenston,Charlie,11/03/1891,Arkadelphia,02/28/1963,Arlington National Cemetery,Arlington,VA,USA,,,,,
21901,colonba01,Spearman,Clyde,Clyde,07/23/1912,Arkadelphia,02/13/1955,Long Island National Cemetery,Farmingdale,NY,USA,,,,,
21902,colonba01,Spearman,Frederick Douglas,Fred,01/18/1917,Arkadelphia,11/10/2010,Calverton National Cemetery,Calverton,NY,USA,,,,,
21906,speaktr01,Speaker,Tristram Edgar,Tris,04/04/1888,Hubbard,12/08/1958,Fairview Cemetery,Hubbard,Texas,USA,Section 1- Block 2,,,,HOF
21908,colonba01,Spearman,William,Willie,12/01/1899,Arkadelphia,12/29/1937,Washington Park Cemetery,Berkeley,MO,USA,,,,,
21910,speecby01,Speece,Byron Franklin,By,01/06/1897,West Baden Springs,09/29/1974,Elgin Cemetery,Elgin,Oregon,USA,,,,,
21911,speerfl01,Speer,Floyd Vernie,Floyd,01/27/1913,Booneville,03/22/1969,Carolan Cemetery,Booneville,Arkansas,USA,N35.05.511 W93.59.033,,,,
21913,speerki01,Speer,George Nathan,Kid,06/16/1886,Corning,01/13/1946,Edmonton Municipal Cemetery,Edmonton,Alberta,Canada,,,,,
21920,spencbe01,Spencer,Lloyd Benjamin,Ben,05/15/1890,Patapsco,09/01/1970,Westminster Cemetery,Westminster,Maryland,USA,,,,,
21922,spencch01,Spencer,Chester Arthur,Chet,03/04/1883,South Webster,11/10/1938,Greenlawn Cemetery,Portsmouth,Ohio,USA,,,,,
21923,spencda01,Spencer,Daryl Dean,Daryl,07/13/1928,Wichita,01/02/2017,White Chapel Memorial Gardens,Wichita,Kansas,USA,,,,,
21925,spencgl01,Spencer,Glenn Edward,Glenn,09/11/1905,Corning,12/30/1958,Vestal Hills Memorial Park,Vestal,New York,USA,,,,,
21926,spencge01,Spencer,George Elwell,George,07/07/1926,Columbus,09/10/2014,Forest Lawn Memorial Gardens,Columbus,Ohio,USA,,,,,
21927,spencha01,Spencer,Fred Calvin,Hack,04/25/1885,St. Cloud,02/05/1969,Sunset Cemetery,Minneapolis,Minnesota,USA,Block 7-D Section 102 Grave 10,,,,
21928,spencha99,Spence,Harrison Leslie,Harry,02/22/1853,New York,05/17/1908,Elmwood Cemetery,River Grove,Illinois,USA,,,,,
21931,spencji01,Spencer,James Lloyd,Jim,07/30/1947,Hanover,02/10/2002,Mount Pleasant United Methodist Cemetery,Taneytown,Maryland,USA,Cremated,,,,
21932,colonba01,Spencer,John William,Johnny,10/30/1897,Lynchburg,01/22/1984,Albany Rural Cemetery,Menands,NY,USA,,,,,
21933,colonba01,Spencer,Joseph B.,Joe,08/04/1919,Gretna,05/17/2003,McDonoghville Cemetery,Gretna,LA,USA,,,,,
21934,spencro01,Spencer,Roy Hampton,Roy,02/22/1900,Scranton,02/08/1973,Gulf Pines Memorial Park,Englewood,Florida,USA,,,,,
21938,spencst01,Spence,Stanley Orville,Stan,03/20/1915,South Portsmouth,01/09/1983,Maplewood Cemetery,Kinston,North Carolina,USA,,,,,
21939,spenctu01,Spencer,Edward Russell,Tubby,01/26/1884,Oil City,02/01/1945,Woodlawn Memorial Park,Colma,California,USA,,,,,
21942,spencve01,Spencer,Vernon Murray,Vern,02/04/1894,Wixom,06/03/1971,New Hudson Cemetery,New Hudson,Michigan,USA,,,,,
21945,sperbed01,Sperber,Edwin George,Ed,01/21/1895,Cincinnati,01/05/1976,Spring Grove Cemetery,Cincinnati,Ohio,USA,,,,,
21946,sperapa01,Speraw,Paul Bachman,Paul,10/05/1893,Annville,02/22/1962,Linwood Cemetery,Cedar Rapids,Iowa,USA,Seventh Addition- South half of NW part lot 113,,,,
21948,sperrst01,Sperry,Stanley Kenneth,Stan,02/19/1914,Evansville,09/27/1962,Maple Hill Cemetery,Evansville,Wisconsin,USA,,,,,
21949,spicebo01,Spicer,Robert Oberton,Bob,04/11/1925,Richmond,02/27/2016,Cross Creek Cemetery #4,Fayetteville,North Carolina,USA,Cremated,,,,
21952,spiesha01,Spies,Henry,Harry,06/12/1866,New Orleans,07/07/1942,Inglewood Park Cemetery,Inglewood,California,USA,,,,,
21959,spindha01,Spindel,Harold Stewart,Hal,05/27/1913,Chandler,07/28/2002,Cremated,,,,,,,,
21964,splitpa01,Splittorff,Paul William,Paul,10/08/1946,Evansville,05/25/2011,Blue Springs Cemetery,Blue Springs,Missouri,USA,,,,,
21965,spognan01,Spognardi,Andrea Ettore,Andy,10/18/1908,Boston,01/01/2000,Forest Hills Cemetery,Boston,Massachusetts,USA,,,,,
21966,spohral01,Spohrer,Alfred Ray,Al,12/03/1902,Philadelphia,07/17/1972,Trinity Churchyard Cemetery,Holderness,New Hampshire,USA,,,,,
21968,spongca01,Spongberg,Karl Gustave,Karl,05/21/1884,Idaho Falls,07/21/1938,Forest Lawn Memorial Park,Glendale,California,USA,,,,,
21969,spoonka01,Spooner,Karl Benjamin,Karl,06/23/1931,Oriskany Falls,04/10/1984,Crestlawn Cemetery,Vero Beach,Florida,USA,,,,,
21971,spottji01,Spotts,James Russell,Jim,04/10/1909,Honey Brook,06/15/1964,Eldridge Cemetery,Mount Laurel,New Jersey,USA,,,,,
21975,spratha01,Spratt,Henry Lee,Harry,07/10/1888,Broadford,07/03/1969,Cremated,,,,,,,,
21976,spragho01,Spragins,Homer Franklin,Homer,11/09/1920,Grenada,12/10/2002,Odd Fellows Cemetery,Greenwood,Mississippi,USA,,,,,
21978,sprinbr01,Springer,Bradford Louis,Brad,05/09/1904,Detroit,01/04/1970,Holy Sepulchre Cemetery,Southfield,Michigan,USA,,,,,
21981,sprined01,Springer,Edward Ellsworth,Ed,1867,Oil Springs,12/17/1891,Lakewood Cemetery,Minneapolis,Minnesota,USA,,,,,
21985,sprinjo01,Sprinz,Joseph Conrad,Joe,08/03/1902,St. Louis,01/11/1994,Holy Cross Cemetery,Colma,California,USA,St. John- Building M- Crypt 56,,,,
21986,sprinja01,Spring,Jack Russell,Jack,03/11/1933,Spokane,08/02/2015,Riverside Memorial Park,Spokane,Washington,USA,,,,,
21992,sprouch01,Sproull,Charles William,Charlie,01/09/1919,Taylorsville,01/13/1980,Greenwood Cemetery,Rockford,Illinois,USA,,,,,
21996,spurned01,Spurney,Edward Frederick,Ed,01/09/1872,Cleveland,10/11/1932,Woodland Cemetery,Cleveland,Ohio,USA,,,,,
21997,spurgfr01,Spurgeon,Fred,Freddy,10/09/1901,Wabash,11/05/1970,Grand Prairie Cemetery,Kalamazoo,Michigan,USA,,,,,
22003,stacked01,Stack,William Edward,Eddie,10/24/1887,Chicago,08/28/1958,Mount Carmel Cemetery,Hillside,Illinois,USA,,,,,
22006,staehma01,Staehle,Marvin Gustave,Marv,03/13/1942,Oak Park,09/30/2022,Cremated,,,,,,,,
22007,staffbi01,Stafford,William Charles,Bill,08/13/1938,Catskill,09/19/2001,Cremated,,,,Ashes retained by family,,,,
22009,staffge01,Stafford,James Joseph,General,01/30/1868,Thompson,09/18/1923,Calvary Cemetery,Dudley,Massachusetts,USA,,,,,
22010,staffhe01,Stafford,Henry Alexander,Heinie,11/01/1891,Orleans,01/29/1972,Cherry Hill Cemetery,Bethel,Vermont,USA,,,,,
22011,staffjo01,Stafford,John Henry,John,04/08/1870,Dudley,07/03/1940,Calvary Cemetery,Dudley,Massachusetts,USA,,,,,
22015,stahlch01,Stahl,Charles Sylvester,Chick,01/10/1873,Avilla,03/28/1907,Lindenwood Cemetery,Fort Wayne,Indiana,USA,,,,,
22017,stahlja01,Stahl,Garland,Jake,04/13/1879,Elkhart,09/18/1922,Oak Woods Cemetery,Chicago,Illinois,USA,,,,,
22022,staintu01,Stainback,George Tucker,Tuck,08/04/1911,Los Angeles,11/29/1992,Cremated,,,,,,,,
22023,stallge01,Stallings,George Tweedy,George,11/17/1867,Augusta,05/13/1929,Riverside Cemetery,Macon,Georgia,USA,,,,,
22024,stallge02,Staller,George Walborn,George,04/01/1916,Rutherford Heights,07/03/1992,Hershey Cemetery,Hershey,Pennsylvania,USA,,,,,
22025,stalege01,Staley,Gerald Lee,Gerry,08/21/1920,Brush Prairie,01/02/2008,Cremated,,,,,,,,
22026,stalega01,Staley,George Gaylord,Gale,05/02/1899,De Pere,04/19/1989,Oakmont Memorial Park,Lafayette,California,USA,,,,,
22027,staleha01,Staley,Henry Eli,Harry,11/03/1866,Jacksonville,01/12/1910,Oak Hill Cemetery,Battle Creek,Michigan,USA,,,,,
22029,stalltr01,Stallard,Evan Tracy,Tracy,08/31/1937,Coeburn,12/06/2017,Powell Valley Memorial Gardens,Big Stone Gap,Virginia,USA,,,,,
22030,stallvi01,Stallcup,Thomas Virgil,Virgil,01/03/1922,Ravensford,05/02/1989,Greenville Memorial Gardens,Greenville,South Carolina,USA,,,,,
22039,stantbu01,Stanton,George Washington,Buck,06/19/1906,Stantonsburg,01/01/1992,Stantonsburg Cemetery,Stantonsburg,North Carolina,USA,,,,,
22040,stanlbu01,Stanley,John Leonard,Buck,11/13/1889,Washington,08/13/1940,Forest Lawn Cemetery,Norfolk,Virginia,USA,,,,,
22043,stancch01,Stanceu,Charles,Charley,01/09/1916,Canton,04/03/1969,Forest Hill Cemetery,Canton,Ohio,USA,,,,,
22046,stanked01,Stanky,Edward Raymond,Eddie,09/03/1915,Philadelphia,06/06/1999,Catholic Cemetery,Mobile,Alabama,USA,,,,,
22048,colonba01,Stein,Henry Edward,Henry,09/22/1869,Hannibal,04/01/1927,Mount Olivet Cemetery,Hannibal,Missouri,USA,,,,,
22051,stanlji01,Stanley,James Francis,Jim,12/01/1887,Plymouth,02/11/1947,Holy Cross Cemetery,Calumet City,Illinois,USA,Buried under the name Stanley Ciolek,Stanislaus Francis Ciolek,,,
22052,stansja01,Stansbury,John James,Jack,12/06/1885,Phillipsburg,12/26/1970,Fairmount Cemetery,Phillipsburg,New Jersey,USA,,,,,
22053,stanljo02,Stanley,Joseph Bernard,Joe,04/02/1881,Washington,09/13/1967,Mount Olivet Cemetery,Washington,D.C.,USA,,,,,
22055,stankjo01,Stanka,Joe Donald,Joe,07/23/1931,Hammon,10/15/2018,Katy Magnolia Cemetery,Katy,Texas,USA,,,,,
22056,standje01,Standaert,Jerome John,Jerry,11/02/1901,Chicago,08/04/1964,St. Mary Cemetery,Evergreen Park,Illinois,USA,,,,,
22060,stantle01,Stanton,Leroy Bobby,Leroy,04/10/1946,Latta,03/13/2019,Resthaven Cemetery,Dillon,South Carolina,USA,,,,,
22067,stanaos01,Stanage,Oscar Harland,Oscar,03/17/1883,Tulare,11/11/1964,Evergreen Cemetery,Detroit,Michigan,USA,,,,,
22069,standpe01,Standridge,Alfred Peter,Pete,04/25/1892,Enumclaw,08/02/1963,Holy Cross Cemetery,Colma,California,USA,Section 5- Row 5- Grave 119,,,,
22073,stantto01,Stanton,Thomas Patrick,Tom,10/25/1874,St. Louis,01/17/1957,Calvary Cemetery,St. Louis,Missouri,USA,,,,,
22074,stankto01,Stankard,Thomas Francis,Tom,03/20/1882,Waltham,06/13/1958,Calvary Cemetery,Waltham,Massachusetts,USA,,,,,
22081,starrch01,Starr,Charles Watkin,Charlie,08/30/1878,Pike County,10/18/1937,Cremated,,,,,,,,
22082,starrbi01,Starr,William,Chick,02/16/1911,Brooklyn,08/12/1991,Cypress View Mausoleum,San Diego,California,USA,,,,,
22083,starkco01,Starkel,Conrad,Con,11/16/1880,Red Oak,01/19/1933,New Tacoma Memorial Park,Tacoma,Washington,USA,,,,,
22085,starkdo01,Stark,Monroe Randolph,Dolly,01/19/1885,Ripley,12/01/1924,Elmwood Cemetery,Memphis,Tennessee,USA,Turley Section- Lot 567-1/4,,,,
22086,starrdi01,Starr,Richard Eugene,Dick,03/02/1921,Kittanning,01/18/2017,Lawn Haven Burial Estates,Worthington,Pennsylvania,USA,,,,,
22088,starnge01,Starnagle,George Henry,George,10/06/1873,Belleville,02/15/1946,Walnut Hill Cemetery,Belleville,Illinois,USA,,George Henry Steuernagel,,,
22089,starrhe01,Starrette,Herman Paul,Herm,11/20/1936,Statesville,06/02/2017,New Salem United Methodist Church Columbarium,Statesville,North Carolina,USA,Cremated,,,,
22090,startjo01,Start,Joseph,Joe,10/14/1842,New York,03/27/1927,Riverside Cemetery,Pawtucket,Rhode Island,USA,,,,,
22093,colonba01,Starks,Otis,Otis,12/03/1897,Chattanooga,07/16/1965,Long Island National Cemetery,Farmingdale,NY,USA,,,,,
22094,starrra01,Starr,Raymond Francis,Ray,04/23/1906,Nowata,02/09/1963,Carlyle Cemetery,Carlyle,Illinois,USA,,,,,
22096,stargwi01,Stargell,Wilver Dornel,Willie,03/06/1940,Earlsboro,04/09/2001,Oleander Memorial Gardens,Wilmington,North Carolina,USA,,,,,HOF
22102,statzji01,Statz,Arnold John,Jigger,10/20/1897,Waukegan,03/16/1988,Holy Cross Cemetery & Mausoleum,Culver City,California,USA,,,,,
22103,statojo01,Staton,Joseph,Joe,03/08/1948,Seattle,06/20/2022,Cremated,,,,,,,,
22104,staufed01,Stauffer,Charles Edward,Ed,01/10/1898,Emsworth,07/02/1979,Cremated,,,,,,,,
22110,st.cleb01,St. Claire,Edward Joseph,Ebba,08/05/1921,Whitehall,08/22/1982,Our Lady of Angels Cemetery,Whitehall,New York,USA,,,,,
22112,stearbi01,Stearns,William Eckloof,Bill,03/20/1853,Washington,12/30/1898,Arlington National Cemetery,Arlington,Virginia,USA,Section 13 Lot 13931; 38.52.633N 77.04.577W,,,,
22113,stearec01,Stearns,Daniel Eckford,Dan,10/17/1861,Buffalo,06/28/1944,Calvary Cemetery,Los Angeles,California,USA,,,,,
22114,stearjo01,Stearns,John Hardin,John,08/21/1951,Denver,09/15/2022,Chapel Hill Memorial Gardens,Littleton,Colorado,USA,,,,,
22116,stechch01,Stecher,William Theodore,William,10/20/1869,Riverside,12/26/1926,Riverside Cemetery,Riverside,New Jersey,USA,,,,,
22119,stedrjo01,Stedronsky,John C.,John,06/12/1850,,05/11/1924,Woodland Cemetery,Cleveland,Ohio,USA,,,,,
22120,steenbi01,Steen,William John,Bill,11/11/1887,Pittsburgh,03/13/1979,Cremated,,,,,,,,
22121,steelbi01,Steele,William Mitchell,Bill,10/05/1886,Milford,10/19/1949,Memorial Park Cemetery,St. Louis,Missouri,USA,,,,,
22122,steelbo01,Steele,Robert Wesley,Bob,03/29/1894,Cassburn,01/27/1962,Burlington Cemetery,Burlington,Wisconsin,USA,,,,,
22123,steelel01,Steele,Elmer Rae,Elmer,05/17/1884,Muitzes Kill,03/09/1966,Poughkeepsie Rural Cemetery,Poughkeepsie,New York,USA,,,,,
22124,colonba01,Steele,Edward Willis,Ed,08/08/1915,Dallas County,10/01/1978,Elmwood Cemetery,Birmingham,AL,USA,,,,,
22125,steelfa01,Steelman,Morris James,Farmer,06/29/1875,Millville,09/16/1944,Arlington Cemetery,Pennsauken,New Jersey,USA,,,,,
22126,steerge01,Steere,Frederick Eugene,Gene,08/16/1872,South Scituate,03/13/1942,Oahu Cemetery,Honolulu,Hawaii,USA,,,,,
22132,steenmi01,Steengrafe,Milton Henry,Milt,05/26/1898,San Francisco,06/02/1977,Chapel Hill Memorial Gardens,Oklahoma City,Oklahoma,USA,,,,,
22139,steinbe01,Steiner,Benjamin Saunders,Ben,07/28/1921,Alexandria,10/27/1988,Cremated,,,,,,,,
22140,steinbi01,Steinecke,William Robert,Bill,02/07/1907,Cincinnati,07/20/1986,San Lorenzo Cemetery,St. Augustine,Florida,USA,,,,,
22141,steined01,Stein,Edward F.,Ed,09/05/1869,Detroit,05/10/1928,Elmwood Cemetery,Detroit,Michigan,USA,,,,,
22142,steinge01,Steinbrenner,Eugene Gass,Gene,11/17/1892,Pittsburgh,04/25/1970,Union Dale Cemetery,Pittsburgh,Pennsylvania,USA,,,,,
22143,steinha01,Steinfeldt,Harry M.,Harry,09/29/1875,St. Louis,08/17/1914,Spring Grove Cemetery,Cincinnati,Ohio,USA,Reinterred from Evergreen Cemetery- Southgate- Kentucky,,,,
22144,steinha02,Steinbacher,Henry John,Hank,03/22/1913,Sacramento,04/03/1977,St. Mary Catholic Cemetery,Sacramento,California,USA,,,,,
22145,steinir01,Stein,Irvin Michael,Irv,05/21/1911,Madisonville,01/07/1981,Dendinger Memorial Cemetery,Madisonville,Louisiana,USA,,,,,
22146,steinju01,Stein,Justin Marion,Justin,08/09/1911,St. Louis,05/01/1992,Calvary Cemetery,St. Louis,Missouri,USA,,,,,
22150,steinre01,Steiner,James Harry,Red,01/07/1915,Los Angeles,11/16/2001,Cremated,,,,,,,,
22151,steinra01,Steineder,Raymond,Ray,11/13/1894,Salem,08/25/1982,Siloam Cemetery,Vineland,New Jersey,USA,,,,,
22153,stellbi01,Stellberger,William F.,Bill,04/22/1865,Detroit,11/09/1936,Woodmere Cemetery,Detroit,Michigan,USA,,,,,
22154,stellbi02,Stellbauer,William Jennings,Bill,03/20/1894,Bremond,02/16/1974,Bremond Cemetery,Bremond,Texas,USA,,,,,
22156,stelmri01,Stelmaszek,Richard Francis,Rick,10/08/1948,Chicago,11/06/2017,Holy Cross Cemetery,Calumet City,Illinois,USA,,,,,
22157,stemmbi01,Stemmyer,William,Bill,05/06/1865,Cleveland,05/03/1945,Lakewood Park Cemetery,Rocky River,Ohio,USA,,,,,
22158,stemfr01,Stem,Frederick Boothe,Fred,09/22/1885,Oxford,09/05/1964,Grove Hill Cemetery,Darlington,South Carolina,USA,,,,,
22161,stengca01,Stengel,Charles Dillon,Casey,07/30/1890,Kansas City,09/29/1975,Forest Lawn Memorial Park,Glendale,California,USA,Court of Freedom- Long Crypt 6A Block 7060,,,,HOF
22162,stensde01,Stenson,Dernell Renauld,Dernell,06/17/1978,LaGrange,11/05/2003,Restlawn Memory Gardens,LaGrange,Georgia,USA,,,,,
22164,stenzja01,Stenzel,Jacob Charles,Jake,06/24/1867,Cincinnati,01/06/1919,St. Mary Cemetery,Cincinnati,Ohio,USA,Buried under birth name: Stelzle,Jacob Charles Stelzle,,,
22168,stephbe01,Stephens,George Benjamin,Ben,09/28/1867,Romeo,08/05/1896,Bruce Armada Cemetery,Romeo,Michigan,USA,Buried as George B. Stephen,,,,
22169,stephbo01,Stephenson,Robert Loyd,Bob,08/11/1928,Blair,03/20/2020,IOOF Cemetery,Norman,Oklahoma,USA,,,,,
22170,stephbr01,Stephens,Bryan Maris,Bryan,07/14/1920,Fayetteville,11/21/1991,Pacific View Memorial Park,Newport Beach,California,USA,,,,,
22172,stephcl01,Stephens,Clarence Wright,Clarence,08/19/1863,Cincinnati,02/28/1947,Spring Grove Cemetery,Cincinnati,Ohio,USA,,,,,
22173,stephdu01,Stephenson,Reuben Crandol,Dummy,09/22/1869,Petersburg,12/01/1924,Union Cemetery,South Dennis,New Jersey,USA,,,,,
22180,stephjo01,Stephenson,Joseph Chester,Joe,06/30/1921,Detroit,09/20/2001,Holy Sepulcher Cemetery,Orange,California,USA,,,,,
22182,stephje01,Stephenson,Jerry Joseph,Jerry,10/06/1943,Detroit,06/06/2010,Holy Sepulcher Cemetery,Orange,California,USA,,,,,
22183,stephji01,Stephens,James Walter,Jim,12/10/1883,Salineville,01/02/1965,Oxford Cemetery,Oxford,Alabama,USA,,,,,
22184,colonba01,Stephens,Paul Eugene,Jake,02/10/1900,Springettsbury Township,02/05/1981,Mount Zion Cemetery,Springettsbury Township,PA,USA,,,,,
22188,stephri01,Stephenson,Jackson Riggs,Riggs,01/05/1898,Akron,11/15/1985,Tuscaloosa Memorial Park,Tuscaloosa,Alabama,USA,,,,,
22191,stephve01,Stephens,Vernon Decatur,Vern,10/23/1920,McAlister,11/04/1968,Forest Lawn Cemetery,Long Beach,California,USA,,,,,
22192,stephwa01,Stephenson,Walter McQueen,Walter,03/27/1911,Saluda,07/04/1993,Forest Park West Cemetery,Shreveport,Louisiana,USA,Section 1A- Lot 284,,,,
22194,sterrdu01,Sterrett,Charles Hurlbut,Dutch,10/01/1889,Milroy,12/08/1965,Church Hill Cemetery,Reedsville,Pennsylvania,USA,,,,,
22195,sterljo01,Sterling,John Albert,John,09/  /1865,Philadelphia,11/12/1908,Union Cemetery,Gloucester,New Jersey,USA,,,,,
22201,stevebo01,Stevens,Robert Jordan,Bobby,04/17/1907,Chevy Chase,12/30/2005,Rockville Cemetery,Rockville,Maryland,USA,,,,,
22203,stevech01,Stevens,Charles Augustus,Chuck,07/10/1918,Van Houten,05/28/2018,Forest Lawn Memorial Park,Cypress,California,USA,,,,,
22205,steveed01,Stevens,Edward Lee,Ed,01/12/1925,Galveston,07/22/2012,Forest Park Westheimer Cemetery,Houston,Texas,USA,,,,,
22207,steveji01,Stevens,James Arthur,Jim,08/25/1889,Williamsburg,09/25/1966,Druid Ridge Cemetery,Pikesville,Maryland,USA,,,,,
22211,stever_01,Stevens,R C,R C,07/22/1934,Moultrie,11/30/2010,Rock Island National Cemetery,Rock Island,Illinois,USA,,,,,
22217,stewaac01,Stewart,Asa,Ace,02/14/1869,Terre Haute,04/17/1912,Highland Lawn Cemetery,Terre Haute,Indiana,USA,,,,,
22222,stewabu02,Stewart,Veston Goff,Bunky,01/07/1931,Jasper,10/03/2007,Greenleaf Memorial Park,New Bern,North Carolina,USA,,,,,
22230,stewafr01,Stewart,Frank,Frank,09/08/1906,Minneapolis,04/30/2001,Cremated,,,,,,,,
22232,stewagl01,Stewart,Glen Weldon,Glen,09/29/1912,Tullahoma,02/11/1997,Forest Hill Cemetery Midtown,Memphis,Tennessee,USA,Section 33- Lot 569- Grave 4,,,,
22235,stewajo01,Stewart,Joseph Lawrence,Joe,03/11/1879,Monroe,02/10/1913,Suncrest Cemetery,Monroe,North Carolina,USA,,,,,
22236,stewaji01,Stewart,James Franklin,Jimmy,06/11/1939,Opelika,11/24/2012,Center Baptist Cemetery,Chambers County,Alabama,USA,,,,,
22240,stewale01,Stewart,Walter Cleveland,Lefty,09/23/1900,Sparta,09/26/1974,Green Acres Memory Gardens,Crossville,Tennessee,USA,Garden of the Christus- Lot 38C- Grave 2,,,,
22242,stewama02,Stewart,William Macklin,Mack,09/23/1914,Stevenson,03/21/1960,Macon Memorial Park,Macon,Georgia,USA,,,,,
22243,stewama01,Stewart,Mark,Mark,10/14/1889,Whitlock,01/17/1932,Maplewood Cemetery,Paris,Tennessee,USA,,,,,
22244,colonba01,Stewart,Manuel,Manuel,07/30/1922,Chester,05/27/1954,Rosehill Cemetery,Linden,NJ,USA,,,,,
22245,stewane01,Stewart,Walter Nesbitt,Neb,05/21/1918,South Charleston,06/08/1990,Kirkwood Cemetery,London,Ohio,USA,,,,,
